Season,Facility ID,Latitude,Longitude,Street1,Street2,City,State,Postal Code,Country,Facility Name,URL,Phone,Contact,Begin Date,End Date,Begin Time,End Time,Begin DateTime,End DateTime,Recurrence Days,Hours,Eligibility,Cost,Notes,Record ID,Location,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards
2019-2020,68,41.8805,-87.7066,10 S. Kedzie Ave.,,Chicago,IL,60612,United States of America,Chicago Department of Family Support Services,,,,10/15/2019,10/15/2019,10:00:00,14:00:00,10/15/2019 10:00:00 AM,10/15/2019 02:00:00 PM,Tuesday,,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,2019-2020_68,"(41.8805, -87.7066)",30,28,21572,765,23
2018-2019,32,41.9683,-87.73809,4404 W. Lawrence Ave.,,Chicago,IL,60630,United States of America,39th Ward Office,,,,10/12/2018,10/12/2018,10:00:00,14:00:00,10/12/2018 10:00:00 AM,10/12/2018 02:00:00 PM,Friday,,,"No cost to individual. If insured, insurance will be billed.",,2018-2019_32,"(41.9683, -87.73809)",48,14,21869,751,38
2019-2020,36,41.9866,-87.7935,5801 N. Natoma Ave.,,Chicago,IL,60631,United States of America,41st Ward-Norwood Park Senior Center,,,,10/05/2019,10/05/2019,9:00:00,13:00:00,10/05/2019 09:00:00 AM,10/05/2019 01:00:00 PM,Saturday,,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,2019-2020_36,"(41.9866, -87.7935)",17,36,22243,733,29
2014-2015,144,41.79406776,-87.7033353,5435 S KEDZIE AVE,,CHICAGO,IL,60632,United States of America,Walgreens,http://www.Walgreens.com,773-436-7396,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: Midnight - Mindnight, Sat: Midnight - Mindnight, Sun: Midnight - Mindnight",,,,2014-2015_144,"(41.79406776, -87.7033353)",56,61,22248,777,8
2018-2019,191,41.80857,-87.64615,4700 S HALSTED ST,,Chicago,IL,60609,United States of America,Walgreens,http://www.Walgreens.com,773-927-8777,Pharmacy,09/01/2018,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2018-2019_191,"(41.80857, -87.64615)",37,59,14924,708,4
2018-2019,99,41.91812,-87.63917,401 WEST ARMITAGE AVENUE,,Chicago,IL,60614,United States of America,CVS/pharmacy,http://www.cvs.com,312-337-3035,,09/01/2018,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2018-2019_99,"(41.91812, -87.63917)",16,68,21190,208,34
2016-2017,38,42.0153333,-87.6683,7356 N. Greenview Ave.,,Chicago,IL,60626,United States of America,49th Ward Office,,773-338-5796,Wayne Frazier,10/24/2015,10/24/2015,9:00:00,14:00:00,10/24/2015 09:00:00 AM,10/24/2015 02:00:00 PM,Saturday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2016-2017_38,"(42.0153333, -87.6683)",9,10,21853,357,5
2014-2015,41,41.8178417,-87.60630226,809 E 42ND PL,,CHICAGO,IL,60653,United States of America,4th Ward-Prince Hall Grand Lodge,,773-536-8103,Lily Lai,09/27/2014,09/27/2014,12:00:00,15:00:00,09/27/2014 12:00:00 PM,09/27/2014 03:00:00 PM,Saturday,,No limitations.,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2014-2015_41,"(41.8178417, -87.60630226)",36,2,4301,220,10
2014-2015,330,41.989639,-87.70546,5961 North Lincoln Avenue,,Chicago,IL,60659,United States of America,Physicians Immediate Care,http://physiciansimmediatecare.com/clinics/lincoln-peterson,,,08/26/2014,04/02/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-8:00 PM, Sat-Sun: 8:00 AM-4:00 PM",,Call for details.,,2014-2015_330,"(41.989639, -87.70546)",50,20,4450,65,24
2018-2019,177,42.01163,-87.81825,7652 W TOUHY AVE,,Chicago,IL,60631,United States of America,Walgreens,http://www.Walgreens.com,773-631-5903,Pharmacy,09/01/2018,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 7:00 AM-7:30 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,Call for details.,,2018-2019_177,"(42.01163, -87.81825)",17,77,22243,653,29
2017-2018,42,41.98272,-87.65961,5533 N. Broadway St.,,Chicago,IL,60640,United States of America,48th Ward Office,,,,09/26/2017,09/26/2017,9:00:00,14:00:00,09/26/2017 09:00:00 AM,09/26/2017 02:00:00 PM,Tuesday,,,"No cost to individual. If insured, insurance will be billed. Earn 200 Park Points here! Obtenga 200 Puntos Para Los Parques de Chicago!",,2017-2018_42,"(41.98272, -87.65961)",15,76,22616,145,16
2014-2015,50,41.80181109,-87.63056018,5101 S WENTWORTH AVE,,CHICAGO,IL,60609,United States of America,Chicago Police Department - 2nd District,,312-745-3490,PO Melvin Bailey,10/27/2014,10/27/2014,9:00:00,15:00:00,10/27/2014 09:00:00 AM,10/27/2014 03:00:00 PM,Monday,,No limitations.,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2014-2015_50,"(41.80181109, -87.63056018)",37,3,14924,224,9
2019-2020,116,41.729,-87.5548,9142 SOUTH CHICAGO AVENUE,,Chicago,IL,60617,United States of America,CVS/pharmacy,http://www.cvs.com,773-768-9036,,09/01/2019,09/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2019-2020_116,"(41.729, -87.5548)",25,44,21202,493,37
2018-2019,211,41.93793,-87.7964,6809 W BELMONT AVE,,Chicago,IL,60634,United States of America,Walgreens,http://www.Walgreens.com,773-237-6273,Pharmacy,09/01/2018,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,Call for details.,,2018-2019_211,"(41.93793, -87.7964)",52,18,22254,397,44
2014-2015,88,41.904099,-87.630199,1200 N DEARBORN ST,,CHICAGO,IL,60610,United States of America,Walgreens,http://www.Walgreens.com,,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 8:00 AM-10:00 PM, Sun: 8:00 AM-10:00 PM",,,,2014-2015_88,"(41.904099, -87.630199)",54,37,14926,17,11
2015-2016,166,41.9679,-87.6498566,4720 N MARINE DR,,CHICAGO,IL,60640,United States of America,Walgreens,http://www.Walgreens.com,773-769-1315,Pharmacy,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2015-2016_166,"(41.9679, -87.6498566)",15,31,22616,636,39
2016-2017,173,41.9750638,-87.8064809,7155 W FOSTER AVE,,CHICAGO,IL,60656,United States of America,Walgreens,http://www.Walgreens.com,773-631-3927,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2016-2017_173,"(41.9750638, -87.8064809)",31,36,4448,700,29
2019-2020,200,41.9538,-87.6864,2301 W IRVING PARK RD,,Chicago,IL,60618,United States of America,Walgreens,http://www.Walgreens.com,773-267-8410,Pharmacy,09/01/2019,09/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,Call for details.,,2019-2020_200,"(41.9538, -87.6864)",39,46,21538,613,18
2016-2017,175,41.9249247,-87.7114472,3320 W FULLERTON AVE,,CHICAGO,IL,60647,United States of America,Walgreens,http://www.Walgreens.com,773-252-8346,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2016-2017_175,"(41.9249247, -87.7114472)",1,23,22535,70,12
2017-2018,295,41.94118,-87.64892,3245 N HALSTED ST,,CHICAGO,IL,60657,United States of America,Walgreens,http://www.Walgreens.com,773-248-3160,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: Closed, Sun: Closed",,Call for details.,,2017-2018_295,"(41.94118, -87.64892)",22,57,4449,730,25
2014-2015,69,41.786099,-87.723199,4000 W 59TH ST,,CHICAGO,IL,60629,United States of America,Walgreens,http://www.Walgreens.com,773-581-2345,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,,,2014-2015_69,"(41.786099, -87.723199)",58,60,21867,773,15
2015-2016,94,42.016399,-87.675799,7410 N CLARK ST,,CHICAGO,IL,60626,United States of America,Walgreens,http://www.Walgreens.com,773-743-6784,Pharmacy,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,Call for details.,,2015-2016_94,"(42.016399, -87.675799)",9,10,21853,489,5
2018-2019,228,41.76463,-87.72198,7045 S PULASKI RD,,Chicago,IL,60629,United States of America,Walgreens,http://www.Walgreens.com,773-735-337,Pharmacy,09/01/2018,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 10:00 AM-6:00 PM, Sun: 10:00 AM-5:00 PM",,Call for details.,,2018-2019_228,"(41.76463, -87.72198)",58,63,21867,317,15
2018-2019,208,41.98432,-87.66072,5625 N RIDGE AVE,,Chicago,IL,60660,United States of America,Walgreens,http://www.Walgreens.com,773-989-7546,Pharmacy,09/01/2018,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",24 Hours,,Call for details.,,2018-2019_208,"(41.98432, -87.66072)",14,76,4451,539,16
2016-2017,201,41.8944394,-87.6174869,680 N LAKE SHORE DR,,CHICAGO,IL,60611,United States of America,Walgreens,http://www.Walgreens.com,312-943-2224,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 10:00 AM-6:00 PM, Sun: 8:00 AM-4:00 PM",,Call for details.,,2016-2017_201,"(41.8944394, -87.6174869)",6,37,21182,158,36
2017-2018,7,41.7788,-87.69975,3045 W. 63rd St.,,Chicago,IL,60629,United States of America,16th Ward Office,,,,12/09/2017,12/09/2017,10:00:00,13:00:00,12/09/2017 10:00:00 AM,12/09/2017 01:00:00 PM,Saturday,,,"No cost to individual. If insured, insurance will be billed. Earn 200 Park Points here! Obtenga 200 Puntos Para Los Parques de Chicago!",,2017-2018_7,"(41.7788, -87.69975)",58,64,21867,319,31
2015-2016,214,41.8807697,-87.7209415,3800 W MADISON ST STE 101,,CHICAGO,IL,60624,United States of America,Walgreens,http://www.Walgreens.com,773-826-1817,Pharmacy,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-6:00 PM, Sat: Closed, Sun: Closed",,Call for details.,,2015-2016_214,"(41.8807697, -87.7209415)",30,27,21572,736,23
2019-2020,302,41.89,-87.6244,410 N MICHIGAN,,Chicago,IL,60611,United States of America,Walgreens,http://www.Walgreens.com,312-321-951,Pharmacy,09/01/2019,09/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 7:00 AM-7:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2019-2020_302,"(41.89, -87.6244)",6,37,21182,626,36
2015-2016,20,41.704389,-87.681972,10402 S. Western Ave.,,Chicago,IL,60643,United States of America,19th Ward Office,,773-238-8776,Tristan Karnezis Angus,10/10/2015,10/10/2015,10:00:00,14:00:00,10/10/2015 10:00:00 AM,10/10/2015 02:00:00 PM,Saturday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2015-2016_20,"(41.704389, -87.681972)",33,71,22212,553,42
2017-2018,280,41.98143,-87.66856,5440 N CLARK ST,,CHICAGO,IL,60640,United States of America,Walgreens,http://www.Walgreens.com,773-596-5022,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2017-2018_280,"(41.98143, -87.66856)",15,76,22616,564,24
2016-2017,329,41.955499,-87.679246,4051 N LINCOLN AVE,,CHICAGO,IL,60618,United States of America,CVS/pharmacy,www.minuteclinic.com,773-871-2611,,10/01/2016,09/01/2020,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","Mon: 8:30 AM-7:30 PM, Tue: 8:30 AM-7:30 PM, Wed: 8:30 AM-7:30 PM, Thu: 8:30 AM-7:30 PM, Fri: 8:30 AM-7:30 PM, Sat: 9:00 AM-5:30 PM, Sun: 9:00 AM-4:30 PM",,,,2016-2017_329,"(41.955499, -87.679246)",39,46,21538,623,18
2018-2019,115,41.69261,-87.68078,11055 SOUTH WESTERN AVENUE,,Chicago,IL,60643,United States of America,CVS/pharmacy,http://www.cvs.com,773-445-1798,,09/01/2018,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2018-2019_115,"(41.69261, -87.68078)",13,74,22212,380,42
2018-2019,2,41.8415,-87.6497,2901 S. Poplar Ave.,,Chicago,IL,60608,United States of America,11th Ward-McGuane Park,,,,10/11/2018,10/11/2018,9:00:00,13:00:00,10/11/2018 09:00:00 AM,10/11/2018 01:00:00 PM,Thursday,,,"No cost to individual. If insured, insurance will be billed.",,2018-2019_2,"(41.8415, -87.6497)",43,58,14920,59,48
2016-2017,60,41.9683,-87.7380857,4404 W. Lawrence Ave.,,Chicago,IL,60630,United States of America,39th Ward Office,,773-736-5594,Rose Mayerbock,11/13/2015,11/13/2015,10:00:00,14:00:00,11/13/2015 10:00:00 AM,11/13/2015 02:00:00 PM,Friday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2016-2017_60,"(41.9683, -87.7380857)",48,14,21869,751,38
2015-2016,67,41.9667527,-87.7600422,4754 N. Milwaukee Ave.,,Chicago,IL,60630,United States of America,45th Ward Office,,773-286-4545,Owen Brugh,12/05/2015,12/05/2015,10:00:00,14:00:00,12/05/2015 10:00:00 AM,12/05/2015 02:00:00 PM,Saturday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2015-2016_67,"(41.9667527, -87.7600422)",48,15,21869,260,50
2016-2017,199,41.9108229,-87.6466464,711 W NORTH AVE STE 204,,CHICAGO,IL,60610,United States of America,Walgreens,http://www.Walgreens.com,312-944-867,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 10:00 AM-5:00 PM, Sat: Closed, Sun: Closed",,Call for details.,,2016-2017_199,"(41.9108229, -87.6466464)",54,37,14926,108,11
2017-2018,221,41.95471,-87.74762,4040 N CICERO AVE,,CHICAGO,IL,60641,United States of America,Walgreens,http://www.Walgreens.com,773-283-5321,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 8:00 AM-10:00 PM, Sun: 8:00 AM-10:00 PM",,Call for details.,,2017-2018_221,"(41.95471, -87.74762)",21,15,22618,259,50
2016-2017,1,41.9624607,-87.684347,4455 N. Lincoln Ave.,,Chicago,IL,60625,United States of America,47th Ward-Sulzer Library,,773-868-4747,Dara Salk,09/26/2015,09/26/2015,10:00:00,14:00:00,09/26/2015 10:00:00 AM,09/26/2015 02:00:00 PM,Saturday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2016-2017_1,"(41.9624607, -87.684347)",20,6,21849,667,18
2016-2017,216,41.90413,-87.62825,1201 NORTH STATE STREET,,CHICAGO,IL,60610,United States of America,CVS/pharmacy,http://www.cvs.com,312-640-2842,,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Open 24 Hours,,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2016-2017_216,"(41.90413, -87.62825)",54,37,14926,308,34
2014-2015,211,41.90413,-87.62825,1201 NORTH STATE STREET,,CHICAGO,IL,60610,United States of America,CVS/pharmacy,http://www.cvs.com,312-640-2842,,09/01/2014,03/31/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Open 24 Hours,,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2014-2015_211,"(41.90413, -87.62825)",54,37,14926,308,34
2015-2016,247,41.72896,-87.55483,9142 SOUTH CHICAGO AVENUE,,CHICAGO,IL,60617,United States of America,CVS/pharmacy,http://www.cvs.com,773-768-9036,,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2015-2016_247,"(41.72896, -87.55483)",25,44,21202,493,37
2017-2018,297,41.88218,-87.62868,2 North State St,,CHICAGO,IL,60601,United States of America,Walgreens,http://www.Walgreens.com,312-3320216,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 7:00 AM-9:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM 6:00 PM",,Call for details.,,2017-2018_297,"(41.88218, -87.62868)",41,38,14310,92,36
2019-2020,259,41.7062,-87.6814,2345 W 103RD ST,,Chicago,IL,60643,United States of America,Walgreens,http://www.Walgreens.com,773-429-767,Pharmacy,09/01/2019,09/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 10:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,Call for details.,,2019-2020_259,"(41.7062, -87.6814)",13,71,22212,609,42
2014-2015,127,41.853189,-87.635159,316 W CERMAK RD,,CHICAGO,IL,60616,United States of America,Walgreens,http://www.Walgreens.com,,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-9:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,,,2014-2015_127,"(41.853189, -87.635159)",40,35,21194,3,26
2019-2020,100,41.8463,-87.6158,2545 MARTIN LUTHER KING,,Chicago,IL,60606,United States of America,CVS/pharmacy,http://www.cvs.com,312-842-5700,,09/01/2019,09/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 9:00 AM-7:00 PM, Tue: 9:00 AM-7:00 PM, Wed: 9:00 AM-7:00 PM, Thu: 9:00 AM-7:00 PM, Fri: 9:00 AM-7:00 PM, Sat: 9:00 AM-5:00 PM, Sun: Closed",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2019-2020_100,"(41.8463, -87.6158)",40,34,21194,193,10
2018-2019,159,41.9114,-87.63447,1601 N WELLS ST,,Chicago,IL,60614,United States of America,Walgreens,http://www.Walgreens.com,312-642-4008,Pharmacy,09/01/2018,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 8:00 AM-10:00 PM PM, Sun: 8:00 AM-10:00 PM",,Call for details.,,2018-2019_159,"(41.9114, -87.63447)",16,68,21190,271,11
2017-2018,258,41.92492,-87.71145,3320 W FULLERTON AVE,,CHICAGO,IL,60647,United States of America,Walgreens,http://www.Walgreens.com,773-252-8346,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2017-2018_258,"(41.92492, -87.71145)",1,23,22535,70,12
2018-2019,283,41.89499,-87.62151,"251 E HURON STREET, SUITE 2B114",,Chicago,IL,60611,United States of America,Walgreens,http://www.Walgreens.com,312-951-1084,Pharmacy,09/01/2018,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 7:00 AM-7:30 PM, Sat: 8:00 AM-4:00 PM PM, Sun: 8:00 AM-4:00 PM",,Call for details.,,2018-2019_283,"(41.89499, -87.62151)",6,37,21182,158,36
2017-2018,211,41.72077,-87.66351,1633 W 95TH ST,,CHICAGO,IL,60643,United States of America,Walgreens,http://www.Walgreens.com,773-445-9277,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",24 Hours,,Call for details.,,2017-2018_211,"(41.72077, -87.66351)",13,71,22212,628,42
2018-2019,125,41.94626,-87.71357,3411 WEST ADDISON STREET,,Chicago,IL,60618,United States of America,CVS/pharmacy,http://www.cvs.com,773-279-8005,,09/01/2018,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-9:00 PM, Tue: 8:00 AM-9:00 PM, Wed: 8:00 AM-9:00 PM, Thu: 8:00 AM-9:00 PM, Fri: 8:00 AM-9:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2018-2019_125,"(41.94626, -87.71357)",39,22,21538,138,12
2016-2017,247,41.78707,-87.66549,1620 WEST 59TH STREET,,CHICAGO,IL,60621,United States of America,CVS/pharmacy,http://www.cvs.com,773-471-3082,,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 10:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2016-2017_247,"(41.78707, -87.66549)",23,65,22257,385,2
2017-2018,165,41.84416,-87.70191,3045 W 26TH ST,,CHICAGO,IL,60623,United States of America,Walgreens,http://www.Walgreens.com,773-254-3316,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,Call for details.,,2017-2018_165,"(41.84416, -87.70191)",57,32,21569,124,1
2014-2015,100,41.7371519,-87.58436903,1616 E 87TH ST,,CHICAGO,IL,60617,United States of America,Walgreens,http://www.Walgreens.com,773-978-7174,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",24 Hours,,,,2014-2015_100,"(41.7371519, -87.58436903)",25,41,21202,431,35
2019-2020,136,41.8955,-87.6877,2427 WEST CHICAGO AVENUE,,Chicago,IL,60622,United States of America,CVS/pharmacy,http://www.cvs.com,773-342-6060,,09/01/2019,09/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-9:00 PM, Tue: 8:00 AM-9:00 PM, Wed: 8:00 AM-9:00 PM, Thu: 8:00 AM-9:00 PM, Fri: 8:00 AM-9:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2019-2020_136,"(41.8955, -87.6877)",28,25,21560,545,49
